Co_Ref,Total_Renewal_Score_New,Tenure_Years,Band,call_count_window,tenure_days,price_change_ratio,days_last_call_to_renewal,call_freq_per_month
ZY5288,43.5,2.0,3,1,731.0,0.19586507072905332,-101.0,0.2222222222222222
UG6586,41.0,13.0,1,0,4748.0,-0.30467899891186073,98.0,0.0
BJ9981,44.0,7.0,7,0,2557.0,1.5647442872687705,98.0,0.0
CN5963,44.0,1.0,4,0,365.0,0.46789989118607184,98.0,0.0
IU8177,45.5,22.0,7,1,8036.0,2.5832426550598475,80.0,0.2222222222222222
QD9097,46.5,17.0,5,0,6209.0,1.3199129488574537,98.0,0.0
CR4268,41.0,12.0,1,0,4383.0,-0.30467899891186073,98.0,0.0
TT1896,42.5,2.0,1,0,731.0,-0.16866158868335146,98.0,0.0
VH8586,46.5,22.0,10,0,8036.0,7.967355821545158,98.0,0.0
QL1629,43.0,13.0,4,0,4748.0,1.3275299238302503,98.0,0.0
BN7005,46.0,6.0,2,0,2192.0,0.23939064200217627,98.0,0.0
CJ0028,42.5,1.0,3,0,365.0,0.3862894450489663,98.0,0.0
GB8642,45.0,9.0,3,0,3287.0,0.43416757344940154,98.0,0.0
ZT5494,42.0,2.0,3,0,731.0,0.43416757344940154,98.0,0.0
IO9498,46.5,22.0,10,0,8036.0,3.119695321001088,98.0,0.0
XE2764,44.0,7.0,2,1,2557.0,0.23939064200217627,80.0,0.2222222222222222
YX4452,44.0,7.0,9,0,2557.0,2.4515778019586505,98.0,0.0
TG4297,45.5,17.0,2,0,6209.0,0.08705114254624592,98.0,0.0
HN6799,43.5,17.0,2,0,6209.0,0.08705114254624592,98.0,0.0
XS6908,45.5,17.0,13,0,6209.0,6.006528835690968,98.0,0.0
LH4723,40.0,3.0,2,1,1096.0,0.08705114254624592,200.0,0.2222222222222222
QR8618,45.5,7.0,7,0,2557.0,1.4787812840043526,98.0,0.0
MJ7046,45.0,22.0,4,0,8036.0,1.0500544069640914,98.0,0.0
EM8214,44.0,9.0,4,0,3287.0,0.8041349292709467,98.0,0.0
RK5694,43.5,8.0,10,0,2922.0,2.805223068552775,98.0,0.0
ZS7552,46.5,11.0,4,0,4018.0,0.7257889009793254,98.0,0.0
LI8182,40.0,1.0,2,1,365.0,0.23939064200217627,131.0,0.2222222222222222
LI2329,43.0,11.0,8,1,4018.0,2.687704026115343,79.0,0.2222222222222222
AA3164,43.5,6.0,4,0,2192.0,0.46789989118607184,98.0,0.0
CR2834,42.0,12.0,4,0,4383.0,0.46789989118607184,98.0,0.0
TK3732,46.5,19.0,4,1,6940.0,1.221980413492927,324.0,0.2222222222222222
LZ4812,44.0,2.0,5,0,731.0,0.956474428726877,98.0,0.0
CE5341,44.0,13.0,4,0,4748.0,1.90968443960827,98.0,0.0
GC3959,43.5,22.0,4,1,8036.0,0.6398258977149075,131.0,0.2222222222222222
BU7241,38.5,2.0,1,0,731.0,-0.16866158868335146,98.0,0.0
UT4929,42.0,13.0,2,0,4748.0,0.08705114254624592,98.0,0.0
LE7057,43.0,11.0,7,1,4014.0,1.3928182807399347,-103.0,0.2222222222222222
TY9224,43.0,2.0,4,0,731.0,0.6583242655059848,98.0,0.0
RG2834,41.5,2.0,1,0,731.0,-0.30467899891186073,98.0,0.0
XC9195,43.0,7.0,3,1,2557.0,0.3482045701849837,109.0,0.2222222222222222
RM9621,41.5,6.0,8,0,2192.0,1.6104461371055494,98.0,0.0
MJ6486,38.5,2.0,1,1,731.0,-0.16866158868335146,-103.0,0.2222222222222222
CM8696,39.5,2.0,1,0,731.0,-0.30467899891186073,98.0,0.0
ZU5614,45.5,22.0,7,0,7958.0,1.9434167573449401,98.0,0.0
JB5133,43.0,7.0,2,0,2557.0,0.23939064200217627,98.0,0.0
YU9505,43.5,6.0,11,1,2192.0,6.465723612622416,108.0,0.2222222222222222
CH1964,43.0,2.0,1,0,731.0,-0.19586507072905332,98.0,0.0
SH2613,38.5,2.0,4,1,731.0,0.6202393906420022,-103.0,0.2222222222222222
QW9278,40.0,1.0,1,1,365.0,-0.19586507072905332,-103.0,0.2222222222222222
LI5241,45.0,7.0,1,0,2557.0,-0.30467899891186073,98.0,0.0
OB5746,40.5,2.0,1,0,731.0,-0.30467899891186073,98.0,0.0
VY6507,44.5,7.0,0,0,2557.0,-0.46789989118607184,98.0,0.0
SU0180,42.0,1.0,4,1,365.0,0.6202393906420022,-103.0,0.2222222222222222
ZM3521,41.5,5.0,1,0,1826.0,-0.16866158868335146,98.0,0.0
KO7629,43.0,1.0,7,1,365.0,1.3928182807399347,-72.0,0.2222222222222222
OJ9910,44.0,5.0,2,1,1826.0,0.27747551686615884,323.0,0.2222222222222222
CF0749,42.5,2.0,1,0,731.0,-0.16866158868335146,98.0,0.0
SA9535,40.0,3.0,2,1,1096.0,0.08705114254624592,-103.0,0.2222222222222222
QO8533,38.5,2.0,2,1,731.0,0.08705114254624592,-103.0,0.2222222222222222
QH4557,42.0,1.0,1,0,365.0,-0.19586507072905332,98.0,0.0
ZV0144,42.5,5.0,1,0,1826.0,-0.30467899891186073,98.0,0.0
VH3611,42.0,1.0,1,0,365.0,-0.16866158868335146,98.0,0.0
QY9532,44.0,6.0,5,1,2192.0,1.0424374319912948,99.0,0.2222222222222222
DO7965,44.0,10.0,2,0,3653.0,0.27747551686615884,98.0,0.0
XW7777,46.5,18.0,1,0,6575.0,-0.30467899891186073,98.0,0.0
FM6867,43.5,8.0,1,0,2922.0,-0.30467899891186073,98.0,0.0
GQ4033,43.5,8.0,3,1,2922.0,0.19586507072905332,109.0,0.2222222222222222
MM5487,43.0,16.0,1,0,5844.0,-0.30467899891186073,98.0,0.0
IH3363,43.0,5.0,1,0,1826.0,-0.30467899891186073,98.0,0.0
MD1445,44.0,18.0,3,0,6575.0,0.19586507072905332,98.0,0.0
NQ7747,41.5,5.0,2,0,1826.0,0.27747551686615884,98.0,0.0
DB8765,41.0,10.0,1,0,3653.0,-0.30467899891186073,98.0,0.0
DF7441,43.0,1.0,1,1,365.0,-0.16866158868335146,-72.0,0.2222222222222222
HF2333,41.5,2.0,3,0,731.0,0.3862894450489663,98.0,0.0
DJ0914,43.5,1.0,1,0,365.0,-0.16866158868335146,98.0,0.0
KY7031,42.0,2.0,4,0,731.0,0.6202393906420022,98.0,0.0
NB0321,45.5,19.0,3,0,6940.0,0.5538628944504896,98.0,0.0
KZ1854,46.0,19.0,4,1,6940.0,0.46789989118607184,-256.0,0.2222222222222222
LZ9431,44.0,1.0,2,0,365.0,0.08705114254624592,98.0,0.0
GL0284,42.5,1.0,4,1,365.0,0.46789989118607184,-103.0,0.2222222222222222
OA6338,38.5,2.0,2,0,731.0,0.23939064200217627,98.0,0.0
SL5502,44.5,8.0,4,0,2922.0,0.46789989118607184,98.0,0.0
TB2731,40.0,1.0,1,1,365.0,-0.30467899891186073,-103.0,0.2222222222222222
DI0823,39.0,2.0,5,1,427.0,0.8705114254624592,-103.0,0.2222222222222222
DK5053,42.5,6.0,1,0,2192.0,-0.30467899891186073,98.0,0.0
PX9764,45.0,7.0,9,1,2557.0,2.736670293797606,-103.0,0.2222222222222222
LF0064,44.0,19.0,8,1,6940.0,3.872687704026115,-71.0,0.2222222222222222
WX8724,43.5,2.0,4,0,731.0,0.6583242655059848,98.0,0.0
XH3405,43.5,7.0,4,1,2557.0,0.6583242655059848,-71.0,0.2222222222222222
SI3983,39.0,1.0,2,0,365.0,0.08705114254624592,98.0,0.0
DN3737,43.5,3.0,1,0,884.0,-0.19586507072905332,98.0,0.0
KJ8617,44.5,7.0,4,0,2557.0,0.6202393906420022,98.0,0.0
DZ6380,40.0,1.0,1,0,365.0,0.23939064200217627,98.0,0.0
PF2582,44.0,13.0,3,1,4748.0,0.7116430903155604,160.0,0.2222222222222222
NK2616,44.0,6.0,2,0,2192.0,0.27747551686615884,98.0,0.0
LB1691,44.0,16.0,4,1,5844.0,1.1556039173014145,130.0,0.2222222222222222
QZ9798,44.5,2.0,7,0,731.0,1.4787812840043526,98.0,0.0
CQ4230,45.0,12.0,3,0,4383.0,0.28182807399347115,98.0,0.0
EJ2077,43.5,6.0,4,0,2192.0,0.6398258977149075,98.0,0.0
NT1329,42.0,2.0,2,1,731.0,0.08705114254624592,-103.0,0.2222222222222222
ZL0064,44.5,6.0,4,0,2192.0,0.46789989118607184,98.0,0.0
LH9715,43.0,7.0,3,0,2557.0,0.7301414581066377,98.0,0.0
GK9760,45.5,12.0,3,0,4383.0,0.3482045701849837,98.0,0.0
NK8896,41.0,1.0,7,0,365.0,1.6376496191512513,98.0,0.0
KK6996,40.5,2.0,1,0,731.0,-0.19586507072905332,98.0,0.0
QS3924,46.5,10.0,2,0,3653.0,0.23939064200217627,98.0,0.0
SX2285,43.5,5.0,2,0,1826.0,0.08705114254624592,98.0,0.0
MR9740,46.5,22.0,1,0,8036.0,-0.30467899891186073,98.0,0.0
QX6960,45.0,6.0,1,0,2192.0,-0.30467899891186073,98.0,0.0
OS6571,43.0,3.0,5,1,793.0,0.8900979325353645,466.0,0.2222222222222222
TD8668,44.0,7.0,7,0,2557.0,2.115342763873776,98.0,0.0
VI9753,44.5,2.0,5,0,731.0,1.1664853101196953,98.0,0.0
HS0450,45.0,5.0,2,0,1826.0,0.08705114254624592,98.0,0.0
DF1174,40.5,2.0,13,1,731.0,4.275299238302503,262.0,0.2222222222222222
IS0844,43.0,7.0,9,1,2557.0,2.236126224156692,202.0,0.2222222222222222
CD6358,42.5,6.0,1,1,2192.0,-0.19586507072905332,-72.0,0.2222222222222222
VU4159,45.0,11.0,4,0,4017.0,0.70620239390642,98.0,0.0
RK8748,43.0,5.0,1,0,1826.0,-0.19586507072905332,98.0,0.0
KO1726,44.5,2.0,7,0,731.0,1.5647442872687705,98.0,0.0
KG4756,41.5,2.0,7,0,731.0,1.3928182807399347,98.0,0.0
OX5975,44.5,5.0,2,1,1826.0,0.27747551686615884,262.0,0.2222222222222222
MV4395,42.5,17.0,2,0,5998.0,0.23939064200217627,98.0,0.0
WP5301,40.0,1.0,3,0,365.0,0.3862894450489663,98.0,0.0
WO7814,42.5,1.0,1,0,365.0,0.23939064200217627,98.0,0.0
KE1981,45.5,10.0,4,1,3653.0,0.9640914036996736,262.0,0.2222222222222222
EA8360,45.0,16.0,13,1,5844.0,5.194776931447225,262.0,0.2222222222222222
WF8546,46.0,5.0,5,0,1826.0,0.9945593035908596,98.0,0.0
ET1475,44.5,6.0,9,1,2192.0,2.1980413492927093,-72.0,0.2222222222222222
XX1435,44.0,5.0,4,1,1826.0,0.6583242655059848,352.0,0.2222222222222222
VH0358,43.0,10.0,2,1,3653.0,0.08705114254624592,129.0,0.2222222222222222
WC1863,43.5,1.0,3,0,365.0,0.3482045701849837,98.0,0.0
RB1929,46.0,7.0,2,0,2557.0,0.23939064200217627,98.0,0.0
GM8641,46.5,22.0,5,0,8036.0,0.8900979325353645,98.0,0.0
FR1015,42.5,5.0,2,0,1826.0,0.08705114254624592,98.0,0.0
JN9256,45.5,6.0,2,0,2192.0,0.23939064200217627,98.0,0.0
UN3452,42.0,1.0,1,0,365.0,-0.16866158868335146,98.0,0.0
BV6279,46.0,11.0,3,0,4018.0,0.28182807399347115,98.0,0.0
QD5938,43.0,4.0,1,1,1461.0,-0.16866158868335146,-73.0,0.2222222222222222
SA6284,43.0,1.0,3,0,365.0,0.3482045701849837,98.0,0.0
WT6427,42.5,5.0,4,0,1826.0,0.6398258977149075,98.0,0.0
OE0882,33.5,1.0,2,0,365.0,0.08705114254624592,98.0,0.0
KF9139,40.0,1.0,3,0,365.0,0.19586507072905332,98.0,0.0
OJ4127,44.0,15.0,8,1,5479.0,2.1490750816104462,433.0,0.2222222222222222
JX1498,43.5,1.0,3,0,365.0,0.3482045701849837,98.0,0.0
PR4513,40.0,7.0,1,1,2557.0,-0.30467899891186073,-73.0,0.2222222222222222
ME5692,43.0,7.0,1,0,2557.0,-0.16866158868335146,98.0,0.0
RX9172,43.0,15.0,5,0,5479.0,1.3003264417845484,98.0,0.0
HR7050,43.5,5.0,1,1,1826.0,-0.19586507072905332,-73.0,0.2222222222222222
EM6665,45.5,16.0,3,1,5844.0,0.7976060935799782,108.0,0.2222222222222222
NV9238,44.5,11.0,2,1,4018.0,0.08705114254624592,292.0,0.2222222222222222
JT3610,45.0,6.0,1,1,2192.0,-0.30467899891186073,-73.0,0.2222222222222222
UU0426,45.0,13.0,5,0,4748.0,1.147986942328618,98.0,0.0
FZ0166,40.5,5.0,1,0,1826.0,-0.30467899891186073,98.0,0.0
WW8734,44.0,11.0,7,0,4018.0,1.9085963003264417,98.0,0.0
IG1307,45.0,14.0,2,0,5114.0,0.08705114254624592,98.0,0.0
OS9200,40.0,1.0,4,0,365.0,0.6202393906420022,98.0,0.0
UU1143,42.5,13.0,1,1,4748.0,-0.30467899891186073,-196.0,0.2222222222222222
CQ3035,42.5,12.0,2,0,4383.0,0.27747551686615884,98.0,0.0
YO6024,39.5,7.0,1,0,2385.0,-0.19586507072905332,98.0,0.0
OB9585,43.5,6.0,2,0,2192.0,0.23939064200217627,98.0,0.0
JR7327,43.5,5.0,2,0,1826.0,0.23939064200217627,98.0,0.0
GZ5671,45.5,11.0,3,1,4018.0,0.19586507072905332,322.0,0.2222222222222222
RE9086,39.0,1.0,1,1,365.0,-0.19586507072905332,-73.0,0.2222222222222222
OR3029,43.5,7.0,4,1,2557.0,0.46789989118607184,-73.0,0.2222222222222222
RY3623,45.0,7.0,2,1,2557.0,0.27747551686615884,-104.0,0.2222222222222222
MQ1776,40.0,2.0,1,0,427.0,-0.19586507072905332,98.0,0.0
KA9773,44.5,10.0,3,0,3653.0,0.3862894450489663,98.0,0.0
LM2959,45.5,21.0,3,0,7670.0,0.5201305767138193,98.0,0.0
BY0105,40.0,1.0,1,0,365.0,-0.16866158868335146,98.0,0.0
YU3787,41.0,1.0,4,1,365.0,0.6202393906420022,-73.0,0.2222222222222222
RX2601,41.5,4.0,5,0,1461.0,0.9085963003264418,98.0,0.0
ZE6918,46.5,17.0,2,0,6209.0,0.23939064200217627,98.0,0.0
BI6936,46.5,11.0,3,0,4018.0,0.7780195865070729,98.0,0.0
RW7939,42.0,15.0,7,1,5479.0,1.3928182807399347,-73.0,0.2222222222222222
VC5875,41.0,1.0,2,0,365.0,0.23939064200217627,98.0,0.0
HM5800,39.0,5.0,1,1,1538.0,-0.30467899891186073,-257.0,0.2222222222222222
KF2413,41.5,4.0,4,1,1461.0,0.6202393906420022,291.0,0.2222222222222222
UU6162,44.5,13.0,1,0,4748.0,-0.19586507072905332,98.0,0.0
RW7222,44.5,15.0,2,0,5479.0,0.08705114254624592,98.0,0.0
US2979,44.5,13.0,4,1,4748.0,0.3482045701849837,-72.0,0.2222222222222222
AC5334,45.5,17.0,10,1,6209.0,5.166485310119695,232.0,0.2222222222222222
VB7900,42.0,10.0,1,1,3653.0,-0.19586507072905332,292.0,0.2222222222222222
GC1620,43.0,4.0,4,1,1461.0,0.70620239390642,261.0,0.2222222222222222
TY0437,41.0,1.0,3,0,365.0,0.3862894450489663,98.0,0.0
RW9134,43.5,15.0,5,1,5479.0,0.9085963003264418,-196.0,0.2222222222222222
VZ5667,41.0,10.0,1,1,3653.0,-0.30467899891186073,292.0,0.2222222222222222
CT7802,43.5,6.0,1,1,2192.0,-0.19586507072905332,-73.0,0.2222222222222222
KN6376,42.5,5.0,2,1,1826.0,0.23939064200217627,-73.0,0.2222222222222222
DE2266,46.0,22.0,4,1,8036.0,0.8117519042437432,292.0,0.2222222222222222
IG1983,45.0,6.0,4,0,2192.0,0.6583242655059848,98.0,0.0
AD1657,40.5,1.0,1,1,365.0,-0.19586507072905332,-226.0,0.2222222222222222
CQ1840,45.0,12.0,7,1,4383.0,1.3928182807399347,-257.0,0.2222222222222222
NZ9885,43.0,4.0,2,0,1461.0,0.08705114254624592,98.0,0.0
ZH7532,43.0,7.0,0,0,2557.0,-0.46789989118607184,98.0,0.0
ZZ7707,45.5,7.0,4,0,2557.0,0.70620239390642,98.0,0.0
OR6275,42.5,6.0,3,1,2192.0,0.3482045701849837,-73.0,0.2222222222222222
LR7808,40.5,6.0,0,0,2192.0,-0.544069640914037,98.0,0.0
FA0625,44.5,6.0,1,1,2192.0,-0.16866158868335146,-104.0,0.2222222222222222
RO5864,43.0,4.0,1,1,1461.0,-0.19586507072905332,-73.0,0.2222222222222222
RC7170,43.0,6.0,2,1,2192.0,0.08705114254624592,-72.0,0.2222222222222222
DS3862,39.0,4.0,1,1,1461.0,-0.30467899891186073,-73.0,0.2222222222222222
IN5999,45.0,5.0,5,1,1826.0,1.2143634385201305,78.0,0.2222222222222222
UN0160,43.0,13.0,1,0,4748.0,-0.30467899891186073,98.0,0.0
KZ8426,41.0,1.0,1,1,365.0,-0.19586507072905332,-226.0,0.2222222222222222
PJ6518,39.0,1.0,5,0,365.0,0.8705114254624592,98.0,0.0
TT6878,43.0,1.0,2,1,365.0,0.27747551686615884,-257.0,0.2222222222222222
SS0308,43.0,1.0,1,0,365.0,-0.19586507072905332,98.0,0.0
RG5227,42.0,6.0,1,1,2192.0,-0.30467899891186073,-72.0,0.2222222222222222
IG4547,45.5,22.0,7,1,8036.0,2.115342763873776,-73.0,0.2222222222222222
QM1915,43.5,1.0,7,0,365.0,1.3928182807399347,98.0,0.0
FK0417,44.5,6.0,3,1,2192.0,0.43416757344940154,353.0,0.2222222222222222
WY9122,42.0,12.0,1,0,4383.0,-0.30467899891186073,98.0,0.0
CP4909,45.0,12.0,5,1,4383.0,0.8705114254624592,-258.0,0.2222222222222222
WC1891,41.0,1.0,1,1,365.0,-0.19586507072905332,-44.0,0.2222222222222222
AT7901,39.0,4.0,1,1,1461.0,-0.30467899891186073,-44.0,0.2222222222222222
VA3094,43.5,5.0,3,0,1826.0,0.3482045701849837,98.0,0.0
FA4332,45.0,11.0,3,0,4018.0,0.45375408052230687,98.0,0.0
YK8366,43.0,3.0,2,0,1096.0,0.08705114254624592,98.0,0.0
QE7763,42.5,3.0,1,1,1112.0,-0.30467899891186073,-227.0,0.2222222222222222
HC7098,45.5,17.0,2,0,6209.0,0.23939064200217627,98.0,0.0
AI7247,44.5,6.0,7,0,2192.0,1.8574537540805223,98.0,0.0
GJ1233,45.0,14.0,8,0,5114.0,1.6104461371055494,98.0,0.0
XV2322,44.0,4.0,1,0,1461.0,-0.30467899891186073,98.0,0.0
JE4130,44.0,4.0,1,1,1461.0,-0.30467899891186073,290.0,0.2222222222222222
TD1761,45.0,9.0,3,0,3287.0,0.8639825897714908,98.0,0.0
EQ3917,39.0,1.0,1,0,365.0,-0.16866158868335146,98.0,0.0
RW2920,45.0,15.0,2,0,5479.0,0.23939064200217627,98.0,0.0
ZB5379,46.5,10.0,9,0,3653.0,2.9608269858541894,98.0,0.0
FI8773,43.5,3.0,1,0,1096.0,-0.30467899891186073,98.0,0.0
RQ5387,44.0,5.0,2,1,1826.0,0.08705114254624592,-258.0,0.2222222222222222
NN5194,43.0,4.0,7,1,1461.0,1.809575625680087,-134.0,0.2222222222222222
MZ9121,42.0,3.0,13,1,1096.0,4.275299238302503,-287.0,0.2222222222222222
AW6210,39.0,3.0,1,1,1096.0,-0.16866158868335146,-105.0,0.2222222222222222
FS6208,43.0,16.0,2,1,5844.0,0.08705114254624592,-105.0,0.2222222222222222
DU4783,45.5,3.0,7,0,1096.0,1.7236126224156691,98.0,0.0
YL0839,42.0,3.0,1,0,1096.0,-0.19586507072905332,98.0,0.0
TV3633,45.5,3.0,7,1,1096.0,1.9815016322089227,-105.0,0.2222222222222222
YE8321,42.0,10.0,4,0,3653.0,0.6398258977149075,98.0,0.0
OF6715,43.5,6.0,2,1,2192.0,0.08705114254624592,-44.0,0.2222222222222222
PK4957,44.5,3.0,4,1,1096.0,0.70620239390642,-44.0,0.2222222222222222
VN7500,44.5,4.0,1,0,1461.0,-0.19586507072905332,98.0,0.0
XY1770,43.0,9.0,1,0,3287.0,-0.19586507072905332,98.0,0.0
GC1230,42.0,4.0,4,1,1461.0,0.9640914036996736,-44.0,0.2222222222222222
JQ1958,45.5,17.0,4,0,6209.0,0.70620239390642,98.0,0.0
KG1388,41.0,1.0,2,0,365.0,0.08705114254624592,98.0,0.0
OK1018,44.0,10.0,1,0,3653.0,-0.30467899891186073,98.0,0.0
GD3705,39.0,1.0,1,1,365.0,-0.30467899891186073,-44.0,0.2222222222222222
HR8863,44.0,17.0,4,0,6209.0,0.7257889009793254,98.0,0.0
BA8643,41.0,4.0,1,0,1461.0,-0.19586507072905332,98.0,0.0
GA1971,45.0,16.0,4,0,5782.0,0.6202393906420022,98.0,0.0
RW2681,44.5,15.0,2,1,5479.0,0.08705114254624592,-197.0,0.2222222222222222
DA0895,41.0,1.0,2,0,365.0,0.23939064200217627,98.0,0.0
TA8584,38.0,1.0,2,1,365.0,0.23939064200217627,-227.0,0.2222222222222222
XS4745,43.0,6.0,13,0,2192.0,5.517954298150163,98.0,0.0
UT0810,44.5,5.0,8,0,1826.0,2.932535364526659,98.0,0.0
PV7550,46.5,10.0,5,1,3653.0,0.8041349292709467,321.0,0.2222222222222222
OT0233,44.0,11.0,7,1,4018.0,1.4787812840043526,-44.0,0.2222222222222222
BY6724,45.0,11.0,4,1,4018.0,0.46789989118607184,-105.0,0.2222222222222222
RS5046,40.0,4.0,4,1,1461.0,0.6583242655059848,-44.0,0.2222222222222222
UQ7372,44.5,6.0,8,0,2192.0,1.8171926006528836,98.0,0.0
RW2235,43.0,3.0,3,0,1096.0,0.19586507072905332,98.0,0.0
YO6748,41.0,4.0,3,1,1461.0,0.19586507072905332,-44.0,0.2222222222222222
WV4133,42.5,4.0,3,1,1461.0,0.3482045701849837,-105.0,0.2222222222222222
CB3660,45.5,12.0,1,0,4383.0,0.23939064200217627,98.0,0.0
PB6482,44.5,10.0,1,1,3653.0,-0.30467899891186073,-258.0,0.2222222222222222
GF5383,46.0,14.0,4,0,5114.0,0.6202393906420022,98.0,0.0
CP2041,46.0,12.0,3,0,4386.0,0.5397170837867247,98.0,0.0
EX2063,42.5,5.0,2,0,1826.0,0.27747551686615884,98.0,0.0
VW5827,41.0,4.0,5,1,1461.0,0.956474428726877,-258.0,0.2222222222222222
AF1252,43.5,20.0,5,1,7305.0,0.9085963003264418,432.0,0.2222222222222222
DT2485,43.0,1.0,2,0,365.0,0.08705114254624592,98.0,0.0
HU0474,42.0,1.0,4,0,365.0,0.6583242655059848,98.0,0.0
YI5233,42.0,1.0,1,1,365.0,-0.19586507072905332,-44.0,0.2222222222222222
UX4129,45.5,10.0,4,1,3653.0,0.5538628944504896,343.0,0.2222222222222222
BK0890,42.0,17.0,2,0,6209.0,0.08705114254624592,98.0,0.0
CP5435,44.0,6.0,4,1,2192.0,0.3862894450489663,-197.0,0.2222222222222222
QC4518,45.0,16.0,1,0,5844.0,-0.30467899891186073,98.0,0.0
RJ5247,42.0,9.0,1,1,3287.0,-0.30467899891186073,-258.0,0.2222222222222222
UO0321,42.0,1.0,2,1,365.0,0.27747551686615884,-13.0,0.2222222222222222
IC8950,43.0,4.0,4,1,1461.0,0.7921653971708379,-197.0,0.2222222222222222
KZ4544,44.5,10.0,1,0,3653.0,-0.16866158868335146,98.0,0.0
XE5586,42.0,10.0,4,0,3653.0,0.46789989118607184,98.0,0.0
QB7826,42.5,17.0,3,1,6209.0,0.19586507072905332,-287.0,0.2222222222222222
JM0738,41.0,4.0,3,1,1461.0,0.19586507072905332,-227.0,0.2222222222222222
ZP8167,45.0,3.0,5,0,1096.0,0.8705114254624592,98.0,0.0
DR9199,45.5,9.0,2,0,3287.0,0.23939064200217627,98.0,0.0
JL6257,40.0,2.0,0,1,427.0,-0.544069640914037,-227.0,0.2222222222222222
UL3659,43.5,4.0,4,0,1461.0,0.6202393906420022,98.0,0.0
IN2599,39.5,6.0,2,1,2192.0,0.27747551686615884,-227.0,0.2222222222222222
YU5501,44.0,3.0,3,0,1096.0,0.3862894450489663,98.0,0.0
WF5715,44.5,10.0,7,1,3653.0,1.6507072905331883,138.0,0.2222222222222222
BI8899,40.0,1.0,2,0,365.0,0.08705114254624592,98.0,0.0
SS3895,44.0,4.0,5,0,1461.0,1.2339499455930358,98.0,0.0
BA5019,44.5,3.0,2,0,1096.0,0.23939064200217627,98.0,0.0
AU0066,44.0,10.0,2,1,3653.0,0.08705114254624592,-13.0,0.2222222222222222
QT5374,45.0,6.0,2,0,2192.0,0.27747551686615884,98.0,0.0
FB4721,46.5,14.0,3,0,5114.0,0.5397170837867247,98.0,0.0
EX1644,45.5,4.0,1,1,1461.0,-0.16866158868335146,352.0,0.2222222222222222
RW8178,46.5,15.0,5,0,5479.0,1.1284004352557127,98.0,0.0
PQ1078,40.5,2.0,1,0,731.0,-0.30467899891186073,98.0,0.0
WH2291,45.5,10.0,5,0,3653.0,2.6093579978237216,98.0,0.0
FS5128,45.5,14.0,4,0,5114.0,0.8117519042437432,98.0,0.0
RS0567,46.5,9.0,4,0,3287.0,0.5538628944504896,98.0,0.0
PP1519,43.0,1.0,1,0,396.0,-0.30467899891186073,98.0,0.0
TK7100,41.5,9.0,2,0,3287.0,0.23939064200217627,98.0,0.0
XM4805,45.5,9.0,2,0,3287.0,0.08705114254624592,98.0,0.0
EN6193,40.0,3.0,1,0,1096.0,-0.16866158868335146,98.0,0.0
EY4870,43.5,2.0,1,0,731.0,-0.16866158868335146,98.0,0.0
OH6405,44.5,5.0,9,1,1826.0,2.3438520130576714,-228.0,0.2222222222222222
BZ4140,43.5,5.0,1,0,1826.0,-0.16866158868335146,98.0,0.0
VG5764,43.5,2.0,5,0,731.0,0.9085963003264418,98.0,0.0
RV6706,44.0,15.0,4,0,5479.0,1.1360174102285092,98.0,0.0
JA3208,45.0,5.0,2,0,1826.0,0.27747551686615884,98.0,0.0
RX2880,41.0,11.0,2,1,4018.0,0.08705114254624592,-228.0,0.2222222222222222
OD0733,43.0,4.0,1,0,1461.0,-0.30467899891186073,98.0,0.0
NF4899,45.5,19.0,4,0,6940.0,0.7442872687704026,98.0,0.0
FE5144,39.5,2.0,1,1,731.0,-0.19586507072905332,-45.0,0.2222222222222222
RV4316,45.5,15.0,3,1,5479.0,0.5397170837867247,351.0,0.2222222222222222
GI9321,45.0,14.0,7,1,5114.0,2.252448313384113,-259.0,0.2222222222222222
XM8816,42.5,6.0,1,0,2223.0,-0.16866158868335146,98.0,0.0
FY8826,46.5,16.0,9,1,5844.0,2.8443960826985855,-14.0,0.2222222222222222
GI5736,44.5,14.0,2,0,5114.0,0.27747551686615884,98.0,0.0
ZS4630,43.0,4.0,1,1,1461.0,-0.30467899891186073,351.0,0.2222222222222222
FV5003,45.5,14.0,2,0,5114.0,0.08705114254624592,98.0,0.0
MN0389,42.0,4.0,1,0,1461.0,-0.19586507072905332,98.0,0.0
QK1765,43.5,9.0,2,0,3287.0,0.23939064200217627,98.0,0.0
NQ0475,44.0,4.0,3,0,1461.0,0.45375408052230687,98.0,0.0
VX6184,44.0,8.0,1,0,2922.0,-0.19586507072905332,98.0,0.0
UD0534,41.5,3.0,3,1,823.0,0.3862894450489663,-14.0,0.2222222222222222
EQ4712,41.0,3.0,3,0,1096.0,0.3482045701849837,98.0,0.0
JH3513,43.5,4.0,1,0,1461.0,-0.16866158868335146,98.0,0.0
CX0702,43.0,10.0,1,1,3653.0,-0.30467899891186073,-198.0,0.2222222222222222
JW9834,44.5,16.0,2,0,5844.0,0.08705114254624592,98.0,0.0
YW8051,44.0,5.0,3,1,1826.0,0.3862894450489663,290.0,0.2222222222222222
PA6361,43.5,5.0,3,0,1826.0,0.3862894450489663,98.0,0.0
EO9246,43.0,15.0,2,1,5176.0,0.08705114254624592,-228.0,0.2222222222222222
DL0381,45.5,22.0,5,1,8032.0,1.2339499455930358,-289.0,0.2222222222222222
