Co_Ref,Total_Renewal_Score_New,Tenure_Years,Band,call_count_window,tenure_days,price_change_ratio,days_last_call_to_renewal,call_freq_per_month
IW3827,45.5,16.0,1,0,5844.0,0.0,98.0,0.0
AH0535,40.5,5.0,7,1,1861.0,0.8332638599416423,-377.0,0.2222222222222222
IH3819,45.5,7.0,4,1,2557.0,0.0,285.0,0.2222222222222222
FZ4971,44.0,7.0,3,0,2557.0,0.0,98.0,0.0
NM7671,42.5,5.0,1,0,1826.0,0.0,98.0,0.0
NT5652,43.0,11.0,0,0,4018.0,0.0,98.0,0.0
CF1218,40.5,1.0,2,1,365.0,0.0,39.0,0.2222222222222222
NN7023,42.5,1.0,1,0,365.0,0.0,98.0,0.0
XX5048,44.5,7.0,12,0,2557.0,0.0,98.0,0.0
XL9130,32.0,1.0,0,0,365.0,0.0,98.0,0.0
AL3708,31.0,1.0,1,1,365.0,0.0,169.0,0.2222222222222222
NS9438,43.0,11.0,1,0,4018.0,0.0,98.0,0.0
PJ6398,44.0,6.0,7,0,2192.0,0.0,98.0,0.0
KC5992,43.5,10.0,1,0,3653.0,0.0,98.0,0.0
MY4519,44.0,4.0,1,0,1461.0,0.0,98.0,0.0
DO4009,44.0,1.0,0,0,365.0,0.0,98.0,0.0
JJ2173,46.5,10.0,4,0,3653.0,0.0,98.0,0.0
WE7645,44.0,12.0,1,0,4383.0,0.0,98.0,0.0
LU1696,44.0,22.0,4,1,8036.0,0.0,-22.0,0.2222222222222222
WD8237,43.5,4.0,1,0,1461.0,0.0,98.0,0.0
TE8744,42.0,12.0,4,0,4446.0,0.0,98.0,0.0
PZ6868,31.0,1.0,7,1,365.0,0.22473726758286172,38.0,0.2222222222222222
MV7323,44.5,5.0,8,0,1826.0,0.0,98.0,0.0
WE7167,33.0,12.0,1,0,4383.0,0.2033898305084746,98.0,0.0
OA2954,42.5,1.0,1,0,365.0,0.0,98.0,0.0
RM2416,46.5,13.0,2,0,4748.0,0.0,98.0,0.0
XN1489,46.5,6.0,1,0,2192.0,0.0,98.0,0.0
EK4358,45.5,6.0,3,0,2192.0,0.0,98.0,0.0
CP1163,34.0,9.0,1,0,3288.0,0.0,98.0,0.0
MD1739,42.0,1.0,0,1,365.0,0.18028169014084508,-377.0,0.2222222222222222
VX7521,45.0,10.0,3,0,3653.0,0.0,98.0,0.0
OL8802,33.5,5.0,1,0,1826.0,0.0,98.0,0.0
QX8662,44.0,15.0,4,0,5479.0,0.0,98.0,0.0
QX4089,44.5,10.0,2,0,3653.0,0.0,98.0,0.0
OT4200,44.0,1.0,1,0,365.0,0.0,98.0,0.0
WA6264,41.5,1.0,2,1,365.0,0.0,255.0,0.2222222222222222
TM3169,33.0,1.0,8,0,365.0,0.10178031575411492,98.0,0.0
NT6369,46.0,11.0,2,0,4018.0,0.0,98.0,0.0
RV2997,44.0,13.0,2,0,4748.0,0.0,98.0,0.0
IA9495,44.0,5.0,2,0,1826.0,0.0,98.0,0.0
UW7548,45.0,12.0,1,0,4408.0,0.0,98.0,0.0
ZS7591,42.5,1.0,2,0,365.0,0.0,98.0,0.0
BN9448,45.0,6.0,2,0,2192.0,0.0,98.0,0.0
NB3265,40.5,1.0,1,0,365.0,0.04231311706629055,98.0,0.0
MZ2637,44.0,4.0,8,0,1461.0,0.0,98.0,0.0
QY9417,46.0,15.0,5,0,5479.0,0.0,98.0,0.0
US4654,45.0,1.0,7,0,365.0,0.0,98.0,0.0
HN7494,45.0,6.0,3,1,2192.0,0.0,557.0,0.2222222222222222
OJ0815,45.5,6.0,13,1,2192.0,0.6229941476307344,526.0,0.2222222222222222
IW1800,42.0,17.0,4,0,6209.0,0.43313847278041656,98.0,0.0
UQ0598,43.0,1.0,5,0,365.0,0.3323515733994729,98.0,0.0
MT6772,46.5,6.0,4,0,2192.0,0.0,98.0,0.0
VD3626,45.0,5.0,1,0,1826.0,0.0,98.0,0.0
BF4138,40.5,1.0,2,1,365.0,0.11123470522803114,280.0,0.2222222222222222
GM8172,45.0,4.0,4,0,1461.0,0.0,98.0,0.0
GS7674,46.5,11.0,2,0,4018.0,0.0,98.0,0.0
PH2925,41.0,2.0,1,0,731.0,0.0,98.0,0.0
RV2572,32.5,2.0,1,0,731.0,0.0,98.0,0.0
WB7770,45.5,12.0,9,0,4383.0,0.0,98.0,0.0
VN1767,46.0,6.0,9,0,2192.0,0.0,98.0,0.0
JD8209,44.0,4.0,3,0,1461.0,0.0,98.0,0.0
VY1345,42.5,4.0,3,0,1461.0,0.0,98.0,0.0
SI8271,44.5,13.0,3,0,4748.0,0.0,98.0,0.0
KG1048,43.0,1.0,1,1,365.0,0.0,192.0,0.2222222222222222
IB4829,33.5,6.0,13,0,2192.0,0.0,98.0,0.0
LM2458,41.5,1.0,0,0,365.0,0.0,98.0,0.0
VC8913,39.5,1.0,3,1,365.0,0.0,253.0,0.2222222222222222
NT8553,44.0,7.0,1,0,2557.0,0.0,98.0,0.0
OS7113,44.5,6.0,4,0,2192.0,0.0,98.0,0.0
QF3139,44.0,1.0,2,0,365.0,0.15236746256576286,98.0,0.0
UK7588,45.0,10.0,5,0,3653.0,0.0,98.0,0.0
KE8407,44.0,1.0,4,1,365.0,0.0,191.0,0.2222222222222222
VQ1730,33.0,3.0,1,0,1096.0,0.0,98.0,0.0
BN6989,41.5,1.0,5,1,365.0,0.0,-195.0,0.2222222222222222
ET2983,44.0,14.0,7,0,5114.0,0.0,98.0,0.0
DA5556,44.0,1.0,3,0,365.0,0.0,98.0,0.0
MD5174,33.5,4.0,1,0,1461.0,0.0,98.0,0.0
RI5418,45.0,6.0,0,0,2192.0,0.0,98.0,0.0
BJ3720,44.0,9.0,5,0,3287.0,0.0,98.0,0.0
NJ1412,42.5,3.0,4,0,1096.0,0.0,98.0,0.0
QB0048,41.0,3.0,3,0,1096.0,0.0,98.0,0.0
SR4638,45.5,5.0,4,1,1826.0,0.0,160.0,0.2222222222222222
JU2805,43.0,4.0,2,0,1461.0,0.0,98.0,0.0
RD3871,44.5,15.0,1,0,5479.0,0.0,98.0,0.0
EC9746,42.0,14.0,1,0,5114.0,0.0,98.0,0.0
WC3745,46.5,12.0,4,0,4383.0,0.0,98.0,0.0
IG0222,34.0,10.0,1,0,3653.0,0.0,98.0,0.0
FR1884,44.0,1.0,1,0,365.0,0.2033898305084746,98.0,0.0
JG4340,44.0,17.0,4,1,6209.0,0.0,160.0,0.2222222222222222
GS7435,44.0,16.0,2,0,5844.0,0.0,98.0,0.0
SC3709,31.0,1.0,3,0,365.0,0.0,98.0,0.0
PM4371,44.5,5.0,1,1,1826.0,0.0,341.0,0.2222222222222222
YZ5597,45.5,4.0,2,0,1461.0,0.0,98.0,0.0
EF6514,45.0,14.0,2,0,5114.0,0.0,98.0,0.0
GY7039,43.5,5.0,3,0,1826.0,0.0,98.0,0.0
NC5321,43.0,3.0,7,1,1096.0,0.21822350712790348,556.0,0.2222222222222222
EU3623,46.0,17.0,0,0,6209.0,0.0,98.0,0.0
ZW9514,44.0,17.0,2,0,6209.0,0.0,98.0,0.0
NF0712,46.0,18.0,7,0,6542.0,0.023022185014650483,98.0,0.0
GA1617,44.0,12.0,1,0,4383.0,0.0,98.0,0.0
FX8173,43.0,3.0,5,0,1096.0,0.0,98.0,0.0
PE2973,45.5,10.0,4,0,3653.0,0.0,98.0,0.0
MN1568,44.0,11.0,3,0,4037.0,0.0,98.0,0.0
DL5278,44.0,6.0,2,0,2192.0,0.0,98.0,0.0
YJ3847,41.0,2.0,1,1,731.0,0.0,677.0,0.2222222222222222
CY9332,44.0,17.0,3,0,6483.0,0.0,98.0,0.0
JB6441,43.0,1.0,1,0,365.0,0.0,98.0,0.0
OG1238,44.0,5.0,2,1,1826.0,0.0,191.0,0.2222222222222222
EU0153,33.0,14.0,1,0,5114.0,0.0,98.0,0.0
VZ7216,44.0,12.0,7,0,4393.0,0.0,98.0,0.0
HU2880,43.5,5.0,3,0,1826.0,0.0,98.0,0.0
GQ5447,45.0,10.0,3,0,3653.0,10.241666666666667,98.0,0.0
CS7968,44.0,6.0,1,0,2192.0,0.0,98.0,0.0
SD8850,44.0,4.0,2,0,1461.0,0.0,98.0,0.0
MD3934,32.0,1.0,5,1,365.0,0.3829535598833084,191.0,0.2222222222222222
AF8028,44.5,9.0,1,0,3287.0,0.0,98.0,0.0
KO4425,46.5,6.0,2,0,2192.0,0.0,98.0,0.0
UW9551,46.5,6.0,7,0,2192.0,0.0,98.0,0.0
RC8135,46.5,14.0,8,0,5114.0,0.0,98.0,0.0
HX9387,44.0,10.0,3,0,3653.0,0.0,98.0,0.0
EU3499,34.0,14.0,3,0,5114.0,0.7811993517017828,98.0,0.0
FS1265,45.5,5.0,4,1,1826.0,0.0,586.0,0.2222222222222222
YX1123,43.5,1.0,2,0,365.0,0.0,98.0,0.0
NT2306,44.0,11.0,5,1,4018.0,0.0,191.0,0.2222222222222222
UD0256,44.0,5.0,2,0,1826.0,0.0,98.0,0.0
OH2436,33.0,3.0,1,0,1096.0,0.5341365461847389,98.0,0.0
ME2582,46.0,5.0,4,0,1826.0,0.0,98.0,0.0
BR4101,45.0,4.0,10,0,1461.0,0.0,98.0,0.0
IW6883,43.5,4.0,4,0,1461.0,0.15605450338503718,98.0,0.0
AL4189,45.0,4.0,1,0,1461.0,0.0,98.0,0.0
NG9523,46.0,10.0,5,0,3653.0,0.0,98.0,0.0
IQ2523,41.5,1.0,1,0,365.0,0.0,98.0,0.0
EV9266,41.0,10.0,5,1,3653.0,0.0,7.0,0.2222222222222222
OZ7238,44.5,5.0,1,0,1826.0,0.2033898305084746,98.0,0.0
YP7229,42.0,1.0,2,0,365.0,0.21506934382115497,98.0,0.0
IE6856,31.0,1.0,1,0,365.0,0.0,98.0,0.0
MF1821,44.0,4.0,1,0,1461.0,0.0,98.0,0.0
BR7429,41.5,4.0,1,0,1461.0,0.0,98.0,0.0
IY9172,45.0,8.0,1,0,2923.0,0.0,98.0,0.0
OQ5349,45.0,4.0,8,1,1461.0,10.292592592592593,101.0,0.2222222222222222
PP2427,43.0,3.0,9,1,1096.0,0.42351107542625027,67.0,0.2222222222222222
LJ1657,44.0,5.0,1,1,1826.0,0.0,160.0,0.2222222222222222
DN8006,45.0,4.0,1,0,1461.0,0.0,98.0,0.0
LJ5580,42.5,16.0,1,0,5844.0,0.0,98.0,0.0
WH1533,45.0,6.0,8,0,2192.0,0.4723662810323136,98.0,0.0
PW7260,32.0,4.0,2,0,1461.0,0.0,98.0,0.0
GO2264,43.0,17.0,0,0,6209.0,0.0,98.0,0.0
GA5171,33.5,3.0,0,0,1096.0,0.0,98.0,0.0
IJ5169,45.0,4.0,1,1,1461.0,0.0,-23.0,0.2222222222222222
VY9335,39.5,4.0,1,0,1461.0,0.0,98.0,0.0
LJ6297,43.0,3.0,3,0,1096.0,0.19083969465648856,98.0,0.0
QI7853,36.5,14.0,4,0,5114.0,0.8180592991913747,98.0,0.0
OQ3622,40.5,1.0,1,0,365.0,0.391713747645951,98.0,0.0
HN3997,45.0,1.0,8,0,365.0,0.0,98.0,0.0
EQ5458,39.0,1.0,2,1,365.0,0.5869153825358205,-24.0,0.2222222222222222
EL8235,40.0,1.0,1,1,365.0,0.21077654516640254,-378.0,0.2222222222222222
EF9616,43.5,1.0,0,0,365.0,0.0,98.0,0.0
NO2010,46.5,16.0,7,0,5844.0,0.0,98.0,0.0
KB2022,44.5,4.0,7,1,1461.0,0.0,434.0,0.2222222222222222
UO1501,44.5,2.0,1,1,763.0,0.0,160.0,0.2222222222222222
ET6568,45.5,14.0,4,0,5114.0,0.0,98.0,0.0
PX3101,43.5,5.0,1,1,1826.0,0.14516129032258066,556.0,0.2222222222222222
NI5234,46.0,11.0,1,0,4023.0,0.0,98.0,0.0
NT1589,45.5,11.0,1,0,4018.0,0.0,98.0,0.0
LC8194,44.0,1.0,1,0,365.0,0.0,98.0,0.0
NT3262,45.0,11.0,5,0,4018.0,0.0,98.0,0.0
GI7382,40.0,10.0,1,0,3653.0,0.0,98.0,0.0
IE4008,42.0,6.0,2,0,2192.0,0.3301863955458726,98.0,0.0
HL5829,44.0,3.0,1,1,1096.0,0.15016936394429808,221.0,0.2222222222222222
RO4659,32.0,3.0,2,0,1096.0,0.0,98.0,0.0
CP1334,44.5,9.0,3,1,3291.0,0.14298093587521662,193.0,0.2222222222222222
OQ3136,44.5,5.0,1,0,1826.0,0.0,98.0,0.0
NS3524,31.0,1.0,2,0,365.0,0.21402685994457465,98.0,0.0
YS1163,43.5,4.0,3,0,1461.0,0.0,98.0,0.0
DU8551,43.5,5.0,3,1,1826.0,0.21275656587949673,37.0,0.2222222222222222
ST8946,45.0,17.0,2,0,6209.0,0.11123470522803114,98.0,0.0
QW2649,44.0,15.0,2,0,5479.0,0.0,98.0,0.0
FA0753,45.0,9.0,5,0,3287.0,0.0,98.0,0.0
XW8782,44.5,10.0,7,1,3653.0,0.0,190.0,0.2222222222222222
HW2395,42.0,4.0,1,1,1461.0,0.5300207039337475,-379.0,0.2222222222222222
QP5772,42.0,2.0,1,1,731.0,0.0,341.0,0.2222222222222222
DK3438,43.0,2.0,1,0,731.0,0.0,98.0,0.0
NZ6122,44.0,3.0,2,0,1096.0,0.0,98.0,0.0
HX2027,44.0,11.0,2,0,4171.0,0.0,98.0,0.0
XW0273,43.5,2.0,2,1,731.0,0.0,6.0,0.2222222222222222
ET4178,44.5,14.0,7,1,5114.0,0.0,220.0,0.2222222222222222
FL2955,34.0,3.0,1,1,1096.0,0.0,190.0,0.2222222222222222
IJ5422,42.0,9.0,3,0,3287.0,0.0,98.0,0.0
AA4291,46.5,9.0,3,0,3287.0,0.0,98.0,0.0
EV7207,46.5,9.0,3,1,3287.0,0.0,-105.0,0.2222222222222222
RX0310,43.0,3.0,0,0,1096.0,0.0,98.0,0.0
GI0841,44.5,17.0,1,0,6209.0,0.0,98.0,0.0
XK9703,44.0,3.0,3,0,1096.0,0.0,98.0,0.0
WG9495,45.0,5.0,1,0,1826.0,0.0,98.0,0.0
CQ9060,45.5,9.0,2,0,3287.0,0.0,98.0,0.0
PT3610,44.0,4.0,2,1,1461.0,0.0,220.0,0.2222222222222222
WX2773,45.5,19.0,7,0,6940.0,0.0,98.0,0.0
FM8457,44.5,3.0,1,0,1096.0,0.0,98.0,0.0
DW0626,41.5,4.0,2,1,1461.0,0.0,220.0,0.2222222222222222
YU1449,44.0,4.0,5,0,1461.0,0.0,98.0,0.0
TG6687,44.0,20.0,2,1,7305.0,0.0,585.0,0.2222222222222222
IA3151,33.0,4.0,3,0,1461.0,0.0,98.0,0.0
XO1427,44.5,5.0,5,1,1826.0,0.0,37.0,0.2222222222222222
HM7239,42.0,16.0,4,1,5844.0,0.4597987230819175,220.0,0.2222222222222222
OF2639,44.5,3.0,4,0,1096.0,0.0,98.0,0.0
EB6033,34.5,2.0,1,1,731.0,0.09481481481481481,-379.0,0.2222222222222222
HK7126,44.5,9.0,4,0,3287.0,0.0,98.0,0.0
PA5768,45.0,10.0,4,0,3653.0,0.0,98.0,0.0
HD2540,45.0,10.0,3,1,3653.0,0.0,129.0,0.2222222222222222
NM7909,46.5,17.0,4,1,6209.0,0.0,101.0,0.2222222222222222
NS8004,41.0,11.0,3,0,4018.0,0.0,98.0,0.0
WC4689,46.5,8.0,4,0,2922.0,0.0,98.0,0.0
SW8292,40.0,2.0,4,0,731.0,0.219490146447297,98.0,0.0
KD5592,46.5,10.0,5,0,3653.0,0.0,98.0,0.0
KQ1420,42.5,4.0,2,0,1461.0,0.0,98.0,0.0
RI2388,43.5,15.0,4,0,5479.0,0.1002815681178255,98.0,0.0
GP4972,43.5,4.0,1,0,1461.0,0.0,98.0,0.0
ZR0005,40.0,3.0,1,0,1096.0,0.0,98.0,0.0
PU7861,32.0,4.0,1,0,1461.0,0.0,98.0,0.0
IL9274,42.5,2.0,2,1,731.0,0.36147512466658943,-379.0,0.2222222222222222
GH2081,40.0,2.0,4,1,731.0,0.0,585.0,0.2222222222222222
ED1180,43.0,14.0,4,1,5114.0,0.0,160.0,0.2222222222222222
MT8143,44.5,19.0,1,0,6940.0,0.0,98.0,0.0
OP3399,46.0,20.0,2,0,7305.0,0.14014014014014015,98.0,0.0
XK2528,34.5,4.0,8,1,1461.0,-0.013064576334453154,220.0,0.2222222222222222
UV7112,43.5,2.0,0,0,731.0,0.0,98.0,0.0
WM5646,42.0,3.0,2,1,1096.0,0.0,585.0,0.2222222222222222
GT2727,44.5,3.0,8,0,1096.0,0.0,98.0,0.0
RH5218,46.5,15.0,1,0,5479.0,0.0,98.0,0.0
ZO2151,43.5,10.0,3,0,3653.0,0.0,98.0,0.0
XT2272,40.0,2.0,1,0,731.0,0.0,98.0,0.0
CD6024,44.0,5.0,2,0,1826.0,0.0,98.0,0.0
UJ4186,45.0,4.0,13,0,1461.0,0.0,98.0,0.0
WO0266,43.0,8.0,3,0,2922.0,0.0,98.0,0.0
UF0803,44.5,10.0,2,0,3653.0,0.0,98.0,0.0
MR3499,45.5,8.0,4,0,2922.0,0.0,98.0,0.0
VK6094,43.5,2.0,2,0,731.0,0.1001001001001001,98.0,0.0
CC7722,45.0,4.0,5,0,1461.0,0.0,98.0,0.0
MV1203,44.0,8.0,1,0,2922.0,0.33962264150943394,98.0,0.0
RI2627,45.0,15.0,5,0,5479.0,0.0,98.0,0.0
ET7524,44.0,14.0,5,1,5114.0,0.0,220.0,0.2222222222222222
IV2010,45.0,13.0,4,0,5061.0,0.407709414381023,98.0,0.0
ET7046,44.0,14.0,1,0,5114.0,0.0,98.0,0.0
LW5251,46.0,17.0,2,0,6209.0,0.0966685923358368,98.0,0.0
XT8133,46.5,10.0,4,0,3653.0,0.0,98.0,0.0
UB5246,44.0,2.0,1,0,731.0,0.0,98.0,0.0
FH6985,45.5,20.0,1,0,7305.0,0.04231311706629055,98.0,0.0
UT8170,45.0,3.0,1,0,1096.0,0.0,98.0,0.0
GQ0667,44.5,16.0,2,0,5844.0,0.0,98.0,0.0
TW9655,41.0,2.0,0,0,731.0,0.31347962382445144,98.0,0.0
GU8889,32.0,2.0,1,0,731.0,7.694117647058824,98.0,0.0
ZE5006,45.0,17.0,7,0,6209.0,0.0,98.0,0.0
OU5992,43.5,4.0,1,0,1461.0,0.08522727272727272,98.0,0.0
ZB4258,31.5,2.0,1,1,731.0,0.0,252.0,0.2222222222222222
AD8718,44.0,8.0,10,0,2922.0,0.0,98.0,0.0
GI4187,45.5,20.0,9,0,7305.0,0.42871553463349027,98.0,0.0
RG8287,44.5,15.0,3,0,5479.0,0.0,98.0,0.0
ET3939,45.0,14.0,4,1,5114.0,0.19306540583136328,66.0,0.2222222222222222
PK6224,44.0,19.0,3,1,6940.0,0.0,220.0,0.2222222222222222
UL0038,44.0,4.0,1,1,1461.0,0.0,585.0,0.2222222222222222
BN6621,45.0,2.0,4,0,731.0,0.0,98.0,0.0
YR8701,44.5,5.0,3,1,1826.0,-0.024322446143154968,220.0,0.2222222222222222
DX6623,32.0,3.0,2,0,1096.0,0.0,98.0,0.0
FM2916,41.5,4.0,5,0,1461.0,0.0,98.0,0.0
YF3294,41.0,3.0,1,0,1096.0,0.0,98.0,0.0
NL9640,41.5,8.0,3,0,2922.0,0.0,98.0,0.0
XB7611,32.0,3.0,2,0,1096.0,0.0,98.0,0.0
RV6722,33.0,8.0,4,0,2922.0,0.0,98.0,0.0
EV8512,44.0,8.0,1,0,2922.0,0.0,98.0,0.0
SU4191,44.0,3.0,3,0,1096.0,0.0,98.0,0.0
VO2828,43.0,3.0,7,1,1096.0,0.0,250.0,0.2222222222222222
PW4810,45.5,8.0,7,0,2922.0,0.0,98.0,0.0
RV7004,44.0,8.0,5,0,2922.0,0.0,98.0,0.0
RL2024,32.0,3.0,5,1,1096.0,0.0,277.0,0.2222222222222222
HP8787,44.0,18.0,5,0,6575.0,0.0,98.0,0.0
IC8640,40.0,8.0,4,0,2922.0,0.0,98.0,0.0
SI4262,43.5,3.0,5,1,1096.0,0.0,250.0,0.2222222222222222
MM5674,45.5,4.0,4,0,1461.0,0.0,98.0,0.0
DE0269,40.5,1.0,2,0,365.0,0.5396052987293865,98.0,0.0
ZC4290,43.5,4.0,1,1,1461.0,0.0,189.0,0.2222222222222222
LL7978,43.0,3.0,3,0,1096.0,0.0,98.0,0.0
XO3134,45.0,5.0,4,0,1826.0,0.0,98.0,0.0
OZ4335,43.5,4.0,5,0,1461.0,0.0,98.0,0.0
HM0741,46.0,8.0,8,0,2922.0,0.0,98.0,0.0
CF9001,44.0,2.0,0,0,731.0,0.0,98.0,0.0
OK4652,43.0,18.0,8,0,6575.0,0.464104855525767,98.0,0.0
VZ9860,44.0,10.0,2,0,3653.0,0.0,98.0,0.0
AI5059,43.0,4.0,2,1,1461.0,0.0,197.0,0.2222222222222222
BL1460,40.0,2.0,2,0,731.0,0.0,98.0,0.0
YQ3121,43.0,2.0,1,0,731.0,0.0,98.0,0.0
IQ1651,34.0,7.0,4,1,2557.0,-0.09402283411685695,219.0,0.2222222222222222
YS6547,32.5,2.0,0,0,731.0,0.0,98.0,0.0
DI0091,43.5,1.0,3,1,365.0,0.0,158.0,0.2222222222222222
EL5291,44.5,4.0,3,0,1461.0,0.0,98.0,0.0
DY2058,41.0,8.0,2,1,2922.0,0.0,-197.0,0.2222222222222222
FI9697,45.0,4.0,0,0,1461.0,0.0,98.0,0.0
JQ4940,42.0,3.0,1,0,1096.0,0.0,98.0,0.0
KH3771,45.5,10.0,3,0,3653.0,0.0,98.0,0.0
YW5151,45.0,9.0,5,0,3287.0,0.0,98.0,0.0
RC1691,45.0,4.0,4,0,1461.0,0.0,98.0,0.0
FW8405,44.5,7.0,4,0,2557.0,0.1223128243143069,98.0,0.0
NY0974,41.0,2.0,4,0,731.0,0.0,98.0,0.0
NA6274,44.0,4.0,1,1,1461.0,0.0,523.0,0.2222222222222222
FH6347,44.0,9.0,2,0,3287.0,0.27586206896551724,98.0,0.0
CX5454,44.0,5.0,8,0,1826.0,0.0,98.0,0.0
CS9602,40.5,2.0,1,0,731.0,0.2033898305084746,98.0,0.0
DS9422,43.0,10.0,3,0,3653.0,0.0,98.0,0.0
WM7654,45.0,9.0,1,0,3287.0,0.0,98.0,0.0
DF2234,45.0,5.0,5,0,1826.0,0.0,98.0,0.0
PR7507,31.5,2.0,2,0,731.0,0.0,98.0,0.0
AE8961,33.0,3.0,4,1,1096.0,0.5475223395613323,35.0,0.2222222222222222
LO2628,39.0,2.0,1,1,731.0,0.806146572104019,-289.0,0.2222222222222222
DD2528,42.5,5.0,4,0,1826.0,0.0,98.0,0.0
XG0417,42.5,2.0,4,0,731.0,0.10378057820607858,98.0,0.0
XM1124,43.5,4.0,1,0,1461.0,0.0,98.0,0.0
LL1832,43.5,5.0,1,1,1826.0,-0.13531799729364005,250.0,0.2222222222222222
BM5569,44.0,3.0,1,0,1096.0,0.0,98.0,0.0
BI8879,31.0,1.0,4,0,365.0,0.0,98.0,0.0
UE6993,43.5,4.0,10,0,1461.0,0.449873568347464,98.0,0.0
ZP2931,44.5,5.0,3,1,1826.0,0.0,44.0,0.2222222222222222
HD9570,33.0,4.0,5,0,1461.0,0.8543689320388349,98.0,0.0
HT2858,46.5,16.0,3,0,5844.0,0.0,98.0,0.0
LB4300,42.0,8.0,2,0,2922.0,0.0,98.0,0.0
OZ8328,33.0,4.0,1,0,1461.0,0.0,98.0,0.0
KH2465,40.5,1.0,4,0,365.0,0.1002815681178255,98.0,0.0
HZ8772,44.0,9.0,3,1,3287.0,0.0,584.0,0.2222222222222222
VY8012,42.5,5.0,1,1,1826.0,0.33962264150943394,250.0,0.2222222222222222
EL5547,44.5,14.0,4,0,5114.0,0.0,98.0,0.0
SV1401,44.5,8.0,1,0,2922.0,3.995,98.0,0.0
EY5450,44.0,8.0,1,0,2922.0,0.0,98.0,0.0
NO8100,41.0,3.0,0,1,1096.0,0.18028169014084508,4.0,0.2222222222222222
JM0234,43.0,2.0,1,0,731.0,0.0,98.0,0.0
JR8334,45.0,16.0,3,1,5844.0,0.18972643180476279,38.0,0.2222222222222222
YU8321,45.0,10.0,4,0,3653.0,0.0,98.0,0.0
FY0260,33.5,5.0,1,1,1826.0,0.2033898305084746,372.0,0.2222222222222222
TK5654,45.0,10.0,2,0,3653.0,-0.35118525021949076,98.0,0.0
UF2606,41.0,3.0,2,0,1096.0,0.0,98.0,0.0
LE3771,32.5,5.0,1,0,1826.0,0.0,98.0,0.0
NA8648,45.5,7.0,7,1,2557.0,0.0,128.0,0.2222222222222222
LC2685,45.5,16.0,7,0,5844.0,0.0,98.0,0.0
KE7987,46.0,4.0,8,0,1461.0,0.0,98.0,0.0
IE8060,45.0,8.0,5,1,2922.0,0.0,250.0,0.2222222222222222
FY5196,43.5,2.0,8,0,731.0,0.0,98.0,0.0
LG8169,44.5,8.0,1,0,2922.0,0.0,98.0,0.0
SS3643,43.0,3.0,2,0,1096.0,0.0,98.0,0.0
CQ5555,45.0,3.0,13,0,1096.0,0.0,98.0,0.0
UE2256,45.0,10.0,4,1,3653.0,0.0,584.0,0.2222222222222222
RM3372,45.5,13.0,13,0,4748.0,-0.024500709374658956,98.0,0.0
MQ7729,44.0,2.0,2,1,731.0,0.5869153825358205,-380.0,0.2222222222222222
ES4140,45.0,14.0,3,1,5114.0,0.0,219.0,0.2222222222222222
RH5935,46.0,15.0,4,0,5479.0,0.0,98.0,0.0
DN5123,46.5,7.0,4,0,2557.0,0.0,98.0,0.0
PT6779,44.5,8.0,1,0,2922.0,0.0,98.0,0.0
EW5040,45.5,2.0,3,0,731.0,0.0,98.0,0.0
WG0350,44.0,3.0,5,0,1096.0,0.0,98.0,0.0
BF5528,43.0,9.0,3,1,3287.0,0.0,554.0,0.2222222222222222
GD9569,33.0,3.0,2,1,1096.0,0.17667844522968199,250.0,0.2222222222222222
BD6223,41.0,2.0,1,0,731.0,0.0,98.0,0.0
RI8368,42.5,4.0,5,0,1461.0,0.0,98.0,0.0
MD7655,41.5,4.0,1,1,1461.0,0.0,250.0,0.2222222222222222
FO3226,44.0,2.0,0,0,731.0,0.1293800539083558,98.0,0.0
ZG0829,42.5,2.0,1,0,731.0,0.0,98.0,0.0
ZJ1705,45.0,9.0,4,0,3287.0,0.0,98.0,0.0
YT3783,43.5,2.0,4,0,731.0,0.0,98.0,0.0
NG6247,45.5,19.0,7,1,6940.0,0.0,-26.0,0.2222222222222222
RH0052,44.5,9.0,4,0,3287.0,0.0,98.0,0.0
YD8380,44.5,8.0,4,0,2922.0,0.0,98.0,0.0
FK3087,43.0,7.0,1,0,2557.0,0.0,98.0,0.0
XR6623,41.0,8.0,2,0,2922.0,0.0,98.0,0.0
NA7329,33.0,2.0,2,1,731.0,0.36147512466658943,34.0,0.2222222222222222
HF8111,41.5,1.0,1,1,365.0,0.0,249.0,0.2222222222222222
TP5641,45.5,7.0,3,1,2557.0,0.0,492.0,0.2222222222222222
WG9601,33.5,2.0,7,0,731.0,0.0,98.0,0.0
WC1802,43.0,2.0,2,1,731.0,0.14014014014014015,218.0,0.2222222222222222
ZP6540,43.0,2.0,4,0,731.0,0.0,98.0,0.0
GY6668,42.5,4.0,1,0,1461.0,0.0,98.0,0.0
LW6787,41.5,1.0,2,1,365.0,0.21402685994457465,-26.0,0.2222222222222222
OX7606,46.0,4.0,7,0,1461.0,0.0,98.0,0.0
TI4312,41.0,2.0,7,1,731.0,0.10005002501250625,34.0,0.2222222222222222
CG2071,45.0,15.0,8,0,5479.0,0.0,98.0,0.0
AI4931,42.0,9.0,3,0,3287.0,0.0,98.0,0.0
YI1128,41.5,1.0,2,0,365.0,0.24808240192855574,98.0,0.0
RD3615,45.5,6.0,5,0,2192.0,0.0,98.0,0.0
OW6920,33.0,2.0,7,0,731.0,0.0,98.0,0.0
