Co_Ref,crm_contractor_sentiment_score,crm_agent_chase_count,Time_to_Renewal,crm_delays_in_accreditation,crm_contractor_engagement,crm_customer_payment_intention,crm_competitors_mentioned,crm_membership_overdue,crm_customer_complained,crm_dissatisfaction_with_support
AI0790,16.666666666666668,1.0,0,0,1,1,0,0,0,0
AI1272,50.0,0.0,0,0,1,1,0,1,0,0
AI1348,50.0,1.0,0,0,1,1,0,1,0,0
AI1373,0.0,1.0,0,1,0,1,0,1,0,0
AI1458,50.0,3.0,3,2,1,2,0,1,0,0
AI2012,57.5,0.5,0,0,1,1,0,0,0,0
AI2126,35.0,2.5,1,2,1,1,0,2,0,0
AI2344,0.0,1.6666666666666667,0,1,0,1,0,1,0,0
AI2605,50.0,1.0,0,0,1,1,0,1,0,0
AI3241,25.0,2.0,0,0,1,1,0,0,0,0
AI3573,0.0,2.0,0,0,1,1,0,1,0,0
AI3689,45.0,2.5,2,0,1,1,0,1,0,0
AI3756,32.5,1.0,0,0,1,1,0,2,0,0
AI4079,60.0,2.3333333333333335,0,0,1,1,0,1,0,0
AI4090,10.0,2.0,1,0,1,1,0,1,0,0
AI4931,50.0,1.0,0,0,1,1,0,1,0,0
AI5059,33.333333333333336,1.0,0,0,1,1,0,1,0,0
AI5084,46.666666666666664,1.0,0,0,1,1,0,1,1,0
AI5190,50.0,1.0,0,0,1,1,0,1,0,0
AI5460,26.666666666666668,3.0,0,2,1,0,0,1,0,0
AI5518,50.0,1.0,3,2,1,1,0,1,0,0
AI5603,40.0,0.5,0,0,1,1,0,1,0,0
AI5826,33.333333333333336,1.6666666666666667,0,0,1,1,0,1,0,0
AI6122,76.66666666666667,0.3333333333333333,0,0,1,1,0,0,0,0
AI6146,25.0,1.0,0,0,1,1,0,0,0,0
AI6242,16.666666666666668,1.6666666666666667,0,2,1,1,0,1,0,0
AI6389,16.666666666666668,1.3333333333333333,0,0,1,1,0,1,0,0
AI6518,60.0,0.6666666666666666,0,0,1,2,0,1,0,0
AI7095,0.0,0.6666666666666666,0,1,0,1,0,0,0,0
AI7247,10.0,0.2,0,1,0,1,0,1,0,0
AI7580,25.0,1.0,0,0,1,1,0,0,0,0
AI7787,25.0,0.75,0,0,1,1,0,0,0,0
AI8100,25.0,0.5,2,0,1,1,0,1,0,0
AI8191,45.0,0.75,0,0,1,1,0,1,0,0
AI8986,33.333333333333336,2.3333333333333335,0,2,1,1,0,1,0,0
AI9014,16.666666666666668,3.0,0,2,1,1,0,1,0,0
AI9154,50.0,1.0,0,0,1,1,0,0,0,0
AI9173,66.66666666666667,0.3333333333333333,0,0,1,1,0,1,0,0
AI9492,70.0,1.0,1,0,1,1,0,2,0,0
AI9732,75.0,0.5,0,0,1,1,0,1,0,0
AI9760,35.0,1.0,1,0,1,1,0,1,0,0
AI9845,76.66666666666667,1.3333333333333333,0,0,1,1,0,0,0,0
AJ0081,60.0,1.3333333333333333,1,0,1,1,0,1,0,0
AJ0687,50.0,0.6666666666666666,0,0,1,1,0,1,0,0
AJ0926,25.0,0.75,0,0,1,1,0,1,0,0
AJ1165,50.0,1.6666666666666667,0,0,1,2,0,0,0,0
AJ1509,16.666666666666668,0.6666666666666666,0,0,1,1,0,1,0,0
AJ1802,50.0,1.0,2,0,1,1,0,1,0,0
AJ2006,43.333333333333336,1.3333333333333333,1,0,1,1,0,1,0,0
AJ2056,16.666666666666668,3.0,1,2,1,1,0,2,0,0
AJ2360,30.0,0.2,1,0,1,2,0,1,0,0
AJ2542,0.0,1.3333333333333333,0,1,0,1,0,1,0,0
AJ2669,50.0,1.5,2,0,1,2,0,2,0,0
AJ2910,16.666666666666668,1.0,0,0,1,1,0,0,0,0
AJ2922,0.0,2.0,0,1,0,1,0,0,0,0
AJ3163,25.0,2.5,2,2,1,1,0,0,0,0
AJ3172,27.5,0.5,0,0,0,1,0,0,0,1
AJ3222,65.0,1.5,1,0,1,1,0,1,0,1
AJ3352,25.0,2.5,0,2,1,1,0,1,0,0
AJ3572,50.0,3.0,1,2,1,1,0,0,0,0
AJ3588,0.0,1.0,1,1,0,1,0,0,0,0
AJ3766,16.0,1.2,2,1,0,1,0,1,0,0
AJ3794,16.666666666666668,0.0,0,0,1,1,0,0,0,0
AJ3796,25.0,0.5,2,0,1,1,0,1,0,0
AJ4187,50.0,0.6666666666666666,0,0,1,1,0,1,0,0
AJ4195,30.0,1.25,0,0,1,1,0,1,0,0
AJ4214,30.0,1.3333333333333333,0,2,1,1,0,1,0,0
AJ4552,0.0,1.5,0,1,0,1,0,1,0,0
AJ4750,33.333333333333336,1.3333333333333333,0,0,1,1,0,1,0,0
AJ5137,17.5,1.25,0,0,1,1,0,1,0,0
AJ5274,25.0,2.5,2,0,1,1,0,0,0,0
AJ6092,16.666666666666668,1.6666666666666667,0,2,1,1,0,0,0,0
AJ6157,24.285714285714285,0.2857142857142857,1,1,0,1,0,1,0,0
AJ6366,37.5,1.75,0,0,1,1,0,2,0,0
AJ6505,26.666666666666668,0.6666666666666666,0,0,1,1,0,0,0,0
AJ6549,50.0,2.0,2,0,1,1,0,2,0,0
AJ6777,12.5,2.5,0,0,1,1,0,1,0,0
AJ6901,50.0,1.6666666666666667,0,2,1,1,0,1,0,0
AJ7496,50.0,4.0,0,2,1,1,0,1,0,0
AJ7558,50.0,1.0,0,0,1,0,0,0,0,0
AJ7568,40.0,2.3333333333333335,0,2,1,1,0,1,0,0
AJ7618,0.0,1.5,2,1,0,1,0,2,0,0
AJ7990,0.0,1.6666666666666667,0,2,1,1,0,1,0,0
AJ8468,25.0,2.0,1,2,1,1,0,0,0,0
AJ9282,16.666666666666668,0.6666666666666666,0,1,0,1,0,1,0,0
AJ9346,20.0,2.0,3,2,1,2,0,0,1,1
AJ9363,33.333333333333336,2.6666666666666665,0,2,1,1,0,1,0,0
AJ9530,16.666666666666668,2.3333333333333335,0,2,1,1,0,1,0,0
AJ9707,47.5,0.75,0,0,1,1,0,1,0,0
AJ9740,0.0,2.3333333333333335,1,2,1,1,0,1,0,0
AJ9884,60.0,0.6666666666666666,0,0,1,1,0,1,0,0
AK0149,16.666666666666668,2.0,1,0,1,1,0,2,0,0
AK0559,25.0,2.5,2,2,1,1,0,2,0,0
AK0725,25.0,1.0,1,0,1,1,0,1,0,0
AK0751,12.5,1.75,0,0,1,1,0,1,0,0
AK1107,50.0,2.3333333333333335,1,0,1,2,0,0,0,0
AK1442,60.0,0.75,0,0,1,1,0,0,0,0
AK1599,16.666666666666668,1.3333333333333333,1,0,1,1,0,2,0,0
AK2125,0.0,0.75,0,1,0,1,0,2,0,0
AK2139,66.66666666666667,1.0,0,0,1,1,0,1,0,0
AK2168,35.0,0.5,0,0,1,1,0,0,0,0
AK2235,50.0,3.5,2,0,1,1,0,2,0,0
AK2292,63.333333333333336,0.3333333333333333,0,0,1,2,0,0,0,0
AK2322,50.0,2.0,0,0,1,1,0,1,0,0
AK2385,21.428571428571427,0.7142857142857143,0,0,1,1,0,1,0,0
AK2637,50.0,2.0,3,2,1,1,0,0,0,0
AK2715,63.333333333333336,0.6666666666666666,0,0,1,1,0,1,0,0
AK2760,25.0,1.5,0,0,1,1,0,0,0,0
AK2784,25.0,1.75,0,2,1,1,0,1,0,0
AK2928,0.0,1.0,0,0,1,1,0,1,0,0
AK3109,25.0,1.5,0,0,1,1,0,0,0,0
AK3326,25.0,1.0,0,1,0,1,0,1,0,0
AK4149,60.0,0.6666666666666666,0,0,1,1,0,1,0,0
AK4549,65.0,1.0,2,0,1,2,0,1,0,0
AK4613,25.0,0.5,0,0,1,1,0,1,0,0
AK4736,0.0,1.0,0,1,0,1,0,1,0,0
AK4788,10.0,1.6666666666666667,0,2,1,1,0,2,0,0
AK4823,0.0,0.5,0,0,1,1,0,0,0,0
AK5043,37.5,1.5,0,0,1,1,0,1,0,0
AK5168,50.0,1.0,0,2,1,1,0,1,0,0
AK5376,16.666666666666668,1.6666666666666667,0,0,1,1,0,0,0,0
AK5505,57.5,1.25,0,0,1,1,0,1,0,0
AK6215,16.666666666666668,1.3333333333333333,0,2,1,0,0,2,0,0
AK6222,50.0,3.0,1,2,1,2,0,2,0,0
AK6328,23.333333333333332,1.3333333333333333,0,0,1,1,0,1,0,0
AK6415,50.0,2.5,0,2,1,1,0,1,0,0
AK6594,16.666666666666668,2.0,0,2,1,0,0,1,0,0
AK7168,66.66666666666667,0.6666666666666666,0,0,1,1,0,1,0,0
AK7204,40.0,1.5,0,1,1,1,0,1,0,0
AK7287,25.0,0.3333333333333333,1,1,0,1,0,1,0,0
AK7417,50.0,0.3333333333333333,0,0,1,1,0,0,0,0
AK8057,23.333333333333332,0.6666666666666666,0,0,1,0,0,0,0,0
AK8134,8.333333333333334,0.6666666666666666,0,1,0,1,0,1,0,0
AK8152,50.0,2.0,2,0,1,1,0,2,0,0
AK8373,50.0,5.0,2,2,1,2,0,0,0,0
AK8506,50.0,0.6666666666666666,1,0,1,1,0,0,0,0
AK8612,57.5,0.75,0,0,1,1,0,1,0,0
AK9167,0.0,1.0,0,1,0,1,0,0,0,0
AK9678,50.0,0.0,0,0,1,2,0,2,0,0
AK9703,12.5,0.25,0,0,0,1,0,1,0,0
AK9792,32.857142857142854,0.7142857142857143,0,0,1,1,0,1,0,0
AK9807,57.5,1.0,0,0,1,2,0,1,0,0
AK9929,16.666666666666668,1.0,1,0,1,1,0,1,0,0
AL0285,16.666666666666668,1.0,0,1,0,1,0,1,0,0
AL0530,50.0,0.5,1,0,1,2,0,0,0,0
AL0647,33.333333333333336,0.6666666666666666,0,0,1,1,0,1,0,0
AL0793,7.142857142857143,1.1428571428571428,1,1,1,1,0,1,0,0
AL1296,25.0,0.8333333333333334,0,1,0,1,0,1,0,0
AL1719,6.0,1.2,0,1,0,1,0,1,0,0
AL1803,21.428571428571427,0.2857142857142857,0,1,0,1,0,1,0,0
AL1872,33.333333333333336,1.3333333333333333,0,2,1,1,0,1,0,0
AL2733,50.0,0.25,0,0,1,1,0,1,0,0
AL3321,23.333333333333332,1.3333333333333333,0,0,1,0,0,1,0,0
AL3708,0.0,1.25,0,2,1,1,0,1,0,0
AL3885,33.333333333333336,1.0,0,0,1,1,0,1,0,0
AL4135,25.0,4.25,0,2,1,1,0,1,0,0
AL4189,22.5,2.5,0,2,1,1,0,1,0,0
AL4309,33.333333333333336,0.6666666666666666,0,0,1,1,0,1,0,0
AL4420,10.0,0.0,0,0,1,0,0,0,1,0
AL4546,25.0,0.5,1,0,1,1,0,0,0,0
AL4738,0.0,0.5,0,0,1,2,0,0,0,0
AL4826,25.0,1.25,0,0,1,1,0,2,0,0
AL5270,50.0,1.0,2,2,1,2,0,2,0,0
AL5533,20.0,1.0,1,0,1,1,0,1,0,0
AL5672,40.0,1.5,2,0,1,0,0,2,0,0
AL5673,25.0,1.0,2,0,1,0,0,0,0,0
AL6021,33.333333333333336,0.8333333333333334,1,0,1,1,0,2,0,0
AL6256,50.0,1.5,2,0,1,2,0,0,0,0
AL6508,66.66666666666667,0.0,0,0,1,1,0,1,0,0
AL6603,45.0,1.5,0,2,1,1,0,2,0,0
AL6632,50.0,1.0,0,0,1,1,0,1,0,0
AL6748,45.0,0.75,0,0,1,1,0,1,0,0
AL7110,60.0,1.0,0,0,1,1,0,1,0,0
AL7132,25.0,1.0,0,0,1,1,0,1,0,0
AL7216,16.666666666666668,1.0,0,0,1,1,0,0,0,0
AL7303,77.5,1.25,0,2,1,2,0,2,0,0
AL7553,32.5,2.0,0,0,1,1,0,2,0,0
AL7676,33.333333333333336,2.0,0,2,1,2,0,0,0,0
AL7870,90.0,2.0,1,0,1,1,0,0,0,0
AL8411,16.666666666666668,0.3333333333333333,0,0,1,0,0,1,0,0
AL8544,23.333333333333332,1.6666666666666667,0,0,1,1,0,1,0,0
AL8643,38.0,0.6,1,0,1,1,0,1,0,0
AL9439,30.0,1.0,0,0,1,1,0,1,0,0
AM0080,20.0,1.2,1,0,1,1,0,0,0,0
AM0084,33.333333333333336,1.0,0,0,1,1,0,0,0,0
AM0425,33.333333333333336,2.3333333333333335,0,0,1,2,0,2,0,0
AM0830,0.0,0.6666666666666666,0,1,0,1,0,1,0,0
AM0890,70.0,2.0,1,0,1,1,0,1,0,0
AM0925,20.0,0.8,2,1,0,1,0,1,0,0
AM1124,0.0,1.0,0,0,0,1,0,1,0,0
AM1197,0.0,0.75,0,1,0,1,0,0,0,0
AM1242,7.142857142857143,0.8571428571428571,0,1,0,1,0,1,0,0
AM1279,50.0,0.3333333333333333,0,0,1,1,0,1,0,0
AM1583,25.0,2.0,0,0,1,1,0,1,0,0
AM2118,45.0,1.25,0,0,1,1,0,0,0,0
AM2377,16.666666666666668,1.6666666666666667,0,0,1,1,0,0,0,0
AM2413,2.857142857142857,1.1428571428571428,1,1,0,1,0,1,0,0
AM2629,30.0,0.6666666666666666,0,0,1,1,0,1,0,0
AM2713,20.0,0.8571428571428571,1,1,1,1,0,1,0,0
AM3191,50.0,1.0,3,0,1,1,0,0,0,0
AM3222,20.0,1.5,0,0,1,1,0,0,0,0
AM3473,30.0,1.0,0,0,1,1,0,1,0,0
AM3488,12.5,0.5,1,1,0,1,0,1,0,0
AM3529,37.5,0.75,0,0,1,2,0,1,0,0
AM4255,8.333333333333334,0.8333333333333334,2,1,0,1,0,1,0,0
AM4401,50.0,0.5,2,2,1,1,0,0,0,0
AM4431,25.0,2.25,0,2,1,1,0,1,0,0
AM4650,20.0,0.4,0,0,1,1,0,0,0,0
AM4673,14.285714285714286,0.42857142857142855,0,0,1,1,0,1,0,0
AM4698,26.666666666666668,0.3333333333333333,0,0,1,1,0,1,0,0
AM5342,33.333333333333336,1.6666666666666667,0,2,1,1,0,1,0,0
AM5590,40.0,0.6666666666666666,0,0,1,0,0,2,0,0
AM5824,50.0,1.0,2,2,1,2,0,2,0,0
AM5933,26.666666666666668,1.3333333333333333,1,2,1,0,0,2,0,0
AM5984,25.0,1.5,2,0,1,0,0,0,0,0
AM6004,50.0,0.6666666666666666,0,0,1,1,0,1,0,0
AM6401,45.0,0.5,0,0,1,1,0,0,0,0
AM6725,50.0,1.0,0,2,1,1,0,1,0,0
AM6729,35.0,1.25,0,0,1,1,0,1,0,0
AM6782,50.0,1.0,0,2,1,1,0,1,0,0
AM6871,25.0,0.25,0,0,1,1,0,0,0,0
AM7128,17.5,2.75,0,0,1,1,0,2,0,0
AM7393,10.0,1.4,3,0,1,1,0,1,0,0
AM7604,22.5,1.25,0,0,1,1,0,1,0,0
AM7620,25.0,1.0,0,0,1,0,0,0,0,0
AM7626,50.0,0.5,2,0,1,1,0,1,0,0
AM7770,30.0,1.2,0,0,1,1,0,1,0,0
AM7794,50.0,2.0,0,2,1,1,0,2,0,0
AM8449,57.5,0.75,0,0,1,1,0,0,0,0
AM8493,0.0,1.6666666666666667,0,0,1,1,0,2,0,0
AM9093,63.333333333333336,1.3333333333333333,1,0,1,1,0,1,0,0
AM9376,25.0,1.0,0,0,1,0,0,1,0,0
AM9463,0.0,1.3333333333333333,1,2,1,1,0,1,0,0
AM9542,25.0,0.5,3,1,0,1,0,2,0,0
AM9599,50.0,2.0,3,0,1,1,0,1,0,0
AM9847,25.0,0.25,0,0,1,1,0,1,0,0
AN0168,0.0,0.3333333333333333,0,1,0,1,0,2,0,0
AN0848,0.0,1.0,2,1,0,1,0,2,0,0
AN0852,33.333333333333336,1.0,0,0,1,1,0,1,0,0
AN0865,25.0,1.0,0,0,1,1,0,1,0,0
AN0884,50.0,0.6666666666666666,0,2,1,2,0,0,0,0
AN0887,50.0,0.5,0,0,1,1,0,0,0,0
AN1202,47.5,0.5,0,0,1,1,0,0,0,0
AN1680,50.0,0.5,1,0,1,1,0,0,0,0
AN1961,63.333333333333336,1.3333333333333333,0,0,1,2,0,2,0,0
AN2140,16.0,0.4,2,1,0,1,0,0,0,0
AN2156,46.666666666666664,1.3333333333333333,0,0,1,1,0,1,0,0
AN2502,25.0,1.5,2,0,1,1,0,1,0,0
AN2766,33.333333333333336,2.0,0,0,1,1,0,0,0,0
AN3360,0.0,2.5,0,0,1,1,0,0,0,0
AN3784,60.0,0.6666666666666666,1,0,1,1,0,1,0,0
AN4214,33.333333333333336,3.3333333333333335,1,2,1,1,0,2,0,0
AN4358,25.0,2.25,0,2,1,1,0,2,0,0
AN4498,60.0,2.3333333333333335,1,0,1,2,0,2,0,0
AN4681,26.666666666666668,0.3333333333333333,0,0,1,1,0,0,0,0
AN4815,12.5,0.75,2,1,0,1,0,0,0,0
AN5075,10.0,1.4,0,1,0,1,0,1,0,0
AN5338,0.0,0.6666666666666666,0,1,0,1,0,1,0,0
AN5362,16.666666666666668,2.3333333333333335,0,2,1,1,0,1,0,0
AN5420,16.666666666666668,2.6666666666666665,0,2,1,1,0,0,0,0
AN5718,33.333333333333336,2.3333333333333335,1,2,1,1,0,1,0,0
AN5950,50.0,0.5,2,0,1,1,0,1,0,0
AN6195,33.333333333333336,0.6666666666666666,0,0,1,1,0,0,0,0
AN6238,25.0,1.5,0,0,1,1,0,1,0,0
AN6413,0.0,1.0,0,1,0,1,0,0,1,0
AN6469,25.0,2.5,0,0,1,1,0,0,0,0
AN6731,25.0,1.0,0,0,1,1,0,1,0,0
AN7102,25.0,1.8333333333333333,1,2,1,1,0,2,0,0
AN7937,33.333333333333336,0.3333333333333333,1,0,1,1,0,1,0,0
AN8055,23.333333333333332,1.3333333333333333,1,0,1,1,0,2,0,0
AN8859,0.0,1.0,3,0,1,1,0,1,0,0
AN8969,12.5,1.75,0,0,1,1,0,1,0,0
AN9089,50.0,2.5,1,0,1,2,0,0,0,0
AN9287,16.666666666666668,2.6666666666666665,0,0,1,1,0,1,0,0
AN9320,20.0,1.6,2,1,0,1,0,1,0,0
AN9432,25.0,1.0,0,0,1,2,0,1,0,0
AN9720,45.0,1.25,0,0,1,1,0,1,0,0
AN9975,16.666666666666668,1.0,0,0,1,1,0,1,0,0
AO0184,12.5,1.25,3,1,0,1,0,0,0,0
AO0653,6.666666666666667,1.3333333333333333,0,2,1,1,0,0,0,0
AO0662,7.142857142857143,0.0,0,0,1,1,0,1,0,0
AO1201,12.5,2.0,0,0,1,1,0,1,0,0
AO1444,12.5,1.25,0,1,0,1,0,1,0,0
AO1473,33.333333333333336,2.0,0,2,1,1,0,1,0,0
AO1602,16.666666666666668,3.0,0,2,1,1,0,1,0,0
AO1983,65.0,1.5,0,0,1,1,0,0,0,0
AO2019,50.0,1.0,0,0,1,1,0,0,0,0
AO2060,50.0,0.6666666666666666,0,0,1,2,0,0,0,0
AO2196,10.0,1.2,0,1,0,1,0,0,0,0
AO2205,10.0,1.4,0,1,0,1,0,0,0,0
AO2621,50.0,1.6666666666666667,1,0,1,2,0,2,0,0
AO2742,45.0,1.25,0,0,1,1,0,1,0,0
AO2790,33.333333333333336,2.3333333333333335,0,2,1,0,0,1,0,0
AO3135,25.0,0.5,0,0,1,1,0,1,0,0
AO3498,0.0,2.6666666666666665,0,1,0,1,0,1,0,0
AO3763,0.0,0.3333333333333333,0,1,0,1,0,1,0,0
AO3798,22.5,2.0,0,0,1,1,0,2,0,0
AO3876,50.0,2.5,1,0,1,2,0,0,0,0
AO4242,63.333333333333336,0.3333333333333333,0,0,1,2,0,1,0,0
AO4468,60.0,2.3333333333333335,0,2,1,2,0,1,0,0
AO4482,50.0,4.0,3,2,1,2,0,2,0,0
AO4719,0.0,2.5,0,1,0,1,0,1,0,0
AO4740,50.0,1.0,1,0,1,1,0,1,0,0
AO4917,0.0,0.75,0,1,0,1,0,0,0,0
AO5043,26.0,0.6,2,1,0,1,0,1,0,0
AO5401,25.0,0.75,0,0,0,1,0,1,0,0
AO5610,17.5,1.5,0,0,1,1,0,2,0,0
AO5813,65.0,2.0,2,0,1,1,0,1,0,0
AO5905,33.333333333333336,0.3333333333333333,1,0,1,2,0,0,0,0
AO5949,33.333333333333336,1.6666666666666667,0,0,1,1,0,0,0,0
AO6139,60.0,0.6666666666666666,0,0,1,1,0,1,0,0
AO6973,33.333333333333336,2.6666666666666665,0,2,1,1,0,1,0,0
AO7015,6.666666666666667,1.6666666666666667,0,0,1,1,0,2,0,0
AO7085,50.0,0.0,3,2,1,1,0,0,0,0
AO7160,50.0,1.0,3,0,1,1,1,0,0,0
AO7224,14.285714285714286,0.5714285714285714,0,0,1,1,0,1,0,0
AO7707,10.0,1.5,0,0,1,0,0,1,0,0
AO7853,50.0,1.0,1,0,1,2,0,0,0,0
AO7876,50.0,2.0,0,0,1,0,0,2,0,0
AO7958,0.0,3.5,1,1,0,1,0,0,0,0
AO8382,25.0,2.5,0,0,1,0,0,0,0,0
AO8442,60.0,1.5,2,0,1,1,0,1,0,0
AO8542,50.0,1.25,0,0,1,1,0,2,0,0
AO9167,22.5,1.0,0,0,1,1,0,0,0,0
AO9683,60.0,1.3333333333333333,0,2,1,1,0,1,0,0
AO9996,50.0,1.5,0,0,1,1,0,1,0,0
AP0487,60.0,1.0,0,0,1,1,0,0,0,0
AP0809,27.142857142857142,0.5714285714285714,0,1,0,1,0,0,0,0
AP0929,0.0,3.0,0,2,1,1,0,1,0,0
AP1390,25.0,1.0,0,0,1,1,0,0,0,0
AP2022,50.0,3.0,2,0,1,2,0,2,0,0
AP2139,30.0,1.6666666666666667,0,0,1,1,0,2,0,1
AP2571,50.0,3.0,1,0,1,1,0,1,0,0
AP2580,46.666666666666664,1.0,0,0,1,1,0,0,1,1
AP2636,35.0,1.75,0,0,1,1,0,1,0,0
AP3070,16.666666666666668,2.0,0,2,1,1,0,1,0,0
AP3385,0.0,1.6666666666666667,0,2,1,1,0,0,0,0
AP3412,0.0,0.75,0,1,0,1,0,1,0,0
AP3491,50.0,1.5,1,0,1,1,0,1,0,0
AP3500,37.5,0.75,0,0,1,1,0,1,0,0
AP3791,0.0,2.0,1,2,1,1,0,1,0,0
AP3814,25.0,1.5,0,0,1,0,0,0,0,0
AP4081,50.0,1.6666666666666667,0,0,1,1,0,1,0,0
AP4087,10.0,0.5,2,0,1,0,0,0,0,0
AP4283,10.0,0.6,0,2,1,1,0,1,0,0
AP4555,45.0,2.0,0,0,1,1,0,0,0,0
AP5106,13.333333333333334,1.6666666666666667,0,2,1,1,0,1,0,0
AP5453,26.666666666666668,1.0,0,1,0,1,0,1,0,0
AP5589,33.333333333333336,1.3333333333333333,0,0,1,1,0,0,0,0
AP6015,37.5,2.0,0,0,1,1,0,0,0,0
AP6094,12.5,0.75,0,0,1,1,0,1,0,0
AP6550,50.0,0.0,1,0,1,1,0,0,0,0
AP6585,37.5,0.0,0,0,1,1,0,1,0,0
AP6941,35.0,1.0,0,0,1,1,0,1,0,0
AP7108,50.0,1.5,0,0,1,1,0,0,0,0
AP7149,37.5,2.25,0,2,1,1,0,1,0,0
AP7272,20.0,0.6,1,1,0,1,0,0,0,0
AP7473,20.0,2.3333333333333335,0,2,1,2,1,1,1,0
AP7955,50.0,2.5,1,0,1,1,0,1,0,0
AP8612,12.5,0.25,0,0,0,1,0,1,0,0
AP8779,25.0,2.5,2,0,1,1,0,0,0,0
AP8949,70.0,0.3333333333333333,0,0,1,1,0,1,0,0
AP9036,17.5,0.75,3,1,0,1,0,2,0,0
AP9123,8.333333333333334,0.3333333333333333,0,0,0,1,0,1,0,0
AP9343,50.0,0.5,0,0,1,1,0,1,0,0
AP9930,0.0,2.0,0,0,1,1,0,1,0,0
AQ0237,33.333333333333336,2.3333333333333335,0,2,1,1,0,0,0,0
AQ0587,37.5,2.75,0,2,1,1,0,2,0,0
AQ1524,25.0,1.0,0,1,0,1,0,1,0,0
AQ1948,45.0,0.75,0,0,1,1,0,2,0,0
AQ1984,50.0,1.3333333333333333,1,0,1,1,0,1,0,0
AQ2402,25.0,1.0,2,0,1,1,0,0,0,0
AQ2405,50.0,1.0,0,0,1,1,0,0,0,0
AQ2650,10.0,1.25,0,2,1,1,0,1,0,0
AQ2835,16.666666666666668,2.0,0,2,1,1,0,0,0,0
AQ2871,16.666666666666668,1.6666666666666667,0,2,1,1,0,1,0,0
AQ2878,50.0,2.6666666666666665,0,0,1,1,0,0,0,0
AQ2914,50.0,2.5,2,2,1,1,0,2,0,0
AQ3540,0.0,1.0,0,1,0,1,0,2,0,0
AQ4033,25.0,1.5,0,0,1,1,0,1,0,0
AQ5167,33.333333333333336,0.0,0,0,1,1,0,1,0,0
AQ5710,21.428571428571427,1.0,1,1,0,1,0,1,0,0
AQ5777,32.5,1.5,0,0,1,1,0,0,0,0
AQ6076,63.333333333333336,2.0,0,2,1,1,0,1,0,0
AQ6246,17.5,1.5,2,0,0,1,0,0,0,0
AQ6270,65.0,2.0,0,0,1,1,0,0,0,0
AQ6918,50.0,1.0,1,0,1,1,0,0,0,0
AQ7157,16.666666666666668,1.3333333333333333,0,0,1,1,0,0,0,0
AQ7208,25.0,2.0,0,2,1,1,0,1,0,0
AQ7306,16.666666666666668,2.0,0,2,1,1,0,1,0,0
AQ7336,66.66666666666667,1.6666666666666667,0,0,1,1,0,1,0,0
AQ7375,46.666666666666664,1.0,0,0,1,1,0,1,0,0
AQ7383,25.0,1.0,0,0,1,1,0,1,0,0
AQ7598,75.0,0.0,0,0,1,1,0,1,0,0
AQ7704,25.0,1.0,0,0,1,1,0,0,0,0
AQ8203,25.0,1.5,0,0,1,1,0,1,0,0
AQ8312,80.0,0.3333333333333333,0,0,1,1,0,1,0,0
AQ8455,25.0,3.0,0,0,1,1,0,0,0,0
AQ8587,60.0,0.6666666666666666,1,0,1,1,0,1,0,0
AQ9112,50.0,1.3333333333333333,0,0,1,1,0,0,0,0
AQ9479,75.0,1.0,0,0,1,1,0,1,0,0
AQ9677,50.0,1.0,0,0,1,2,0,1,0,0
AR0646,26.0,2.0,1,0,1,1,0,2,0,0
AR0822,25.0,2.5,2,2,1,1,0,2,0,0
AR0863,0.0,1.0,0,0,1,1,0,1,0,0
AR0867,0.0,0.5,0,1,0,1,0,1,0,0
AR0870,46.666666666666664,2.0,0,0,1,1,0,1,0,0
AR1249,25.0,2.0,0,2,1,1,0,2,0,0
AR1536,50.0,1.0,3,2,1,1,0,1,0,0
AR2097,50.0,1.0,0,0,1,1,0,0,0,0
AR2179,65.0,1.0,0,0,1,1,0,0,0,0
AR2737,46.666666666666664,0.6666666666666666,0,0,1,2,0,0,0,0
AR3544,50.0,1.6666666666666667,0,0,1,2,0,1,0,0
AR4311,0.0,1.6666666666666667,0,2,1,1,0,0,0,0
AR4452,0.0,1.5,0,1,0,1,0,0,0,0
AR4712,16.0,0.6,0,1,0,1,0,1,0,0
AR4843,25.0,0.5,1,0,1,1,0,0,0,0
AR5052,33.333333333333336,3.6666666666666665,0,2,1,1,0,1,0,0
AR5254,0.0,1.0,0,1,0,1,0,1,0,0
AR5330,50.0,4.0,3,2,1,1,1,1,0,0
AR5726,33.333333333333336,1.6666666666666667,0,0,1,2,0,1,0,0
AR6213,26.666666666666668,0.3333333333333333,0,0,1,1,0,0,0,0
AR6694,50.0,2.0,3,2,1,2,0,1,0,0
AR6743,60.0,1.6666666666666667,0,0,1,2,0,0,0,0
AR7127,50.0,0.0,0,0,1,1,0,1,0,0
AR7571,33.333333333333336,2.0,1,0,1,1,0,0,0,0
AR7579,25.0,3.0,2,0,1,1,0,2,0,0
AR8007,25.0,1.5,0,0,1,1,0,1,0,0
AR9237,0.0,0.0,0,0,1,2,0,1,0,0
AR9320,43.333333333333336,2.3333333333333335,1,2,1,1,0,2,0,0
AR9854,57.5,1.25,0,2,1,1,0,1,0,0
AR9914,33.333333333333336,1.3333333333333333,0,0,1,2,0,0,0,0
AR9987,50.0,0.0,1,0,1,1,0,0,0,0
AS0094,50.0,1.0,0,2,1,1,0,0,0,0
AS0470,10.0,1.0,2,1,0,1,0,0,0,0
AS0473,5.0,0.0,2,1,0,1,0,1,0,0
